time	V(n005)
4.892869781988886e-04	9.961571e-01
5.000000000000000e-04	9.961571e-01
Step Information: X=182  (Step: 183/1001)
0.000000000000000e+00	9.969303e-01
4.892869781988886e-04	9.969303e-01
5.000000000000000e-04	9.969303e-01
Step Information: X=183  (Step: 184/1001)
0.000000000000000e+00	9.992663e-01
4.892869781988886e-04	9.992663e-01
5.000000000000000e-04	9.992663e-01
Step Information: X=184  (Step: 185/1001)
0.000000000000000e+00	9.882746e-01
4.892869781988886e-04	9.882746e-01
5.000000000000000e-04	9.882746e-01
Step Information: X=185  (Step: 186/1001)
0.000000000000000e+00	1.012972e+00
4.892869781988886e-04	1.012972e+00
5.000000000000000e-04	1.012972e+00
Step Information: X=186  (Step: 187/1001)
0.000000000000000e+00	1.005730e+00
4.892869781988886e-04	1.005730e+00
5.000000000000000e-04	1.005730e+00
Step Information: X=187  (Step: 188/1001)
0.000000000000000e+00	9.971192e-01
4.892869781988886e-04	9.971192e-01
5.000000000000000e-04	9.971192e-01
Step Information: X=188  (Step: 189/1001)
0.000000000000000e+00	1.012453e+00
4.892869781988886e-04	1.012453e+00
5.000000000000000e-04	1.012453e+00
Step Information: X=189  (Step: 190/1001)
0.000000000000000e+00	1.013477e+00
4.892869781988886e-04	1.013477e+00
5.000000000000000e-04	1.013477e+00
Step Information: X=190  (Step: 191/1001)
0.000000000000000e+00	9.997888e-01
4.892869781988886e-04	9.997888e-01
5.000000000000000e-04	9.997888e-01
Step Information: X=191  (Step: 192/1001)
0.000000000000000e+00	1.007273e+00
4.892869781988886e-04	1.007273e+00
5.000000000000000e-04	1.007273e+00
Step Information: X=192  (Step: 193/1001)
0.000000000000000e+00	1.004858e+00
4.892869781988886e-04	1.004858e+00
5.000000000000000e-04	1.004858e+00
Step Information: X=193  (Step: 194/1001)
0.000000000000000e+00	9.891471e-01
4.892869781988886e-04	9.891471e-01
5.000000000000000e-04	9.891471e-01
Step Information: X=194  (Step: 195/1001)
0.000000000000000e+00	9.921856e-01
4.892869781988886e-04	9.921856e-01
5.000000000000000e-04	9.921856e-01
Step Information: X=195  (Step: 196/1001)
0.000000000000000e+00	1.012540e+00
4.892869781988886e-04	1.012540e+00
5.000000000000000e-04	1.012540e+00
Step Information: X=196  (Step: 197/1001)
0.000000000000000e+00	1.007782e+00
4.892869781988886e-04	1.007782e+00
5.000000000000000e-04	1.007782e+00
Step Information: X=197  (Step: 198/1001)
0.000000000000000e+00	1.009098e+00
4.892869781988886e-04	1.009098e+00
5.000000000000000e-04	1.009098e+00
Step Information: X=198  (Step: 199/1001)
0.000000000000000e+00	9.975645e-01
4.892869781988886e-04	9.975645e-01
5.000000000000000e-04	9.975645e-01
Step Information: X=199  (Step: 200/1001)
0.000000000000000e+00	1.006913e+00
4.892869781988886e-04	1.006913e+00
5.000000000000000e-04	1.006913e+00
Step Information: X=200  (Step: 201/1001)
0.000000000000000e+00	9.977620e-01
4.892869781988886e-04	9.977620e-01
5.000000000000000e-04	9.977620e-01
Step Information: X=201  (Step: 202/1001)
0.000000000000000e+00	1.015215e+00
4.892869781988886e-04	1.015215e+00
5.000000000000000e-04	1.015215e+00
Step Information: X=202  (Step: 203/1001)
0.000000000000000e+00	9.995091e-01
4.892869781988886e-04	9.995091e-01
5.000000000000000e-04	9.995091e-01
Step Information: X=203  (Step: 204/1001)
0.000000000000000e+00	1.000522e+00
4.892869781988886e-04	1.000522e+00
5.000000000000000e-04	1.000522e+00
Step Information: X=204  (Step: 205/1001)
0.000000000000000e+00	1.015747e+00
4.892869781988886e-04	1.015747e+00
5.000000000000000e-04	1.015747e+00
Step Information: X=205  (Step: 206/1001)
0.000000000000000e+00	1.005850e+00
4.892869781988886e-04	1.005850e+00
5.000000000000000e-04	1.005850e+00
Step Information: X=206  (Step: 207/1001)
0.000000000000000e+00	1.001602e+00
4.892869781988886e-04	1.001602e+00
5.000000000000000e-04	1.001602e+00
Step Information: X=207  (Step: 208/1001)
0.000000000000000e+00	9.992478e-01
4.892869781988886e-04	9.992478e-01
5.000000000000000e-04	9.992478e-01
Step Information: X=208  (Step: 209/1001)
0.000000000000000e+00	1.017494e+00
4.892869781988886e-04	1.017494e+00
5.000000000000000e-04	1.017494e+00
Step Information: X=209  (Step: 210/1001)
0.000000000000000e+00	1.004433e+00
4.892869781988886e-04	1.004433e+00
5.000000000000000e-04	1.004433e+00
Step Information: X=210  (Step: 211/1001)
0.000000000000000e+00	1.001091e+00
4.892869781988886e-04	1.001091e+00
5.000000000000000e-04	1.001091e+00
Step Information: X=211  (Step: 212/1001)
0.000000000000000e+00	9.957901e-01
4.892869781988886e-04	9.957901e-01
5.000000000000000e-04	9.957901e-01
Step Information: X=212  (Step: 213/1001)
0.000000000000000e+00	1.007898e+00
4.892869781988886e-04	1.007898e+00
5.000000000000000e-04	1.007898e+00
Step Information: X=213  (Step: 214/1001)
0.000000000000000e+00	1.016530e+00
4.892869781988886e-04	1.016530e+00
5.000000000000000e-04	1.016530e+00
Step Information: X=214  (Step: 215/1001)
0.000000000000000e+00	1.009981e+00
4.892869781988886e-04	1.009981e+00
5.000000000000000e-04	1.009981e+00
Step Information: X=215  (Step: 216/1001)
0.000000000000000e+00	1.007482e+00
4.892869781988886e-04	1.007482e+00
5.000000000000000e-04	1.007482e+00
Step Information: X=216  (Step: 217/1001)
0.000000000000000e+00	1.005533e+00
4.892869781988886e-04	1.005533e+00
5.000000000000000e-04	1.005533e+00
Step Information: X=217  (Step: 218/1001)
0.000000000000000e+00	1.002786e+00
4.892869781988886e-04	1.002786e+00
5.000000000000000e-04	1.002786e+00
Step Information: X=218  (Step: 219/1001)
0.000000000000000e+00	1.002106e+00
4.892869781988886e-04	1.002106e+00
5.000000000000000e-04	1.002106e+00
Step Information: X=219  (Step: 220/1001)
0.000000000000000e+00	1.005734e+00
4.892869781988886e-04	1.005734e+00
5.000000000000000e-04	1.005734e+00
Step Information: X=220  (Step: 221/1001)
0.000000000000000e+00	1.005002e+00
4.892869781988886e-04	1.005002e+00
5.000000000000000e-04	1.005002e+00
Step Information: X=221  (Step: 222/1001)
0.000000000000000e+00	9.920918e-01
4.892869781988886e-04	9.920918e-01
5.000000000000000e-04	9.920918e-01
Step Information: X=222  (Step: 223/1001)
0.000000000000000e+00	9.775884e-01
4.892869781988886e-04	9.775884e-01
5.000000000000000e-04	9.775884e-01
Step Information: X=223  (Step: 224/1001)
0.000000000000000e+00	1.005272e+00
4.892869781988886e-04	1.005272e+00
5.000000000000000e-04	1.005272e+00
Step Information: X=224  (Step: 225/1001)
0.000000000000000e+00	9.932071e-01
4.892869781988886e-04	9.932071e-01
5.000000000000000e-04	9.932071e-01
Step Information: X=225  (Step: 226/1001)
0.000000000000000e+00	1.002477e+00
4.892869781988886e-04	1.002477e+00
5.000000000000000e-04	1.002477e+00
Step Information: X=226  (Step: 227/1001)
0.000000000000000e+00	9.945871e-01
4.892869781988886e-04	9.945871e-01
5.000000000000000e-04	9.945871e-01
Step Information: X=227  (Step: 228/1001)
0.000000000000000e+00	1.011543e+00
4.892869781988886e-04	1.011543e+00
5.000000000000000e-04	1.011543e+00
Step Information: X=228  (Step: 229/1001)
0.000000000000000e+00	9.951620e-01
4.892869781988886e-04	9.951620e-01
5.000000000000000e-04	9.951620e-01
Step Information: X=229  (Step: 230/1001)
0.000000000000000e+00	9.808701e-01
4.892869781988886e-04	9.808701e-01
5.000000000000000e-04	9.808701e-01
Step Information: X=230  (Step: 231/1001)
0.000000000000000e+00	1.008331e+00
4.892869781988886e-04	1.008331e+00
5.000000000000000e-04	1.008331e+00
Step Information: X=231  (Step: 232/1001)
0.000000000000000e+00	9.979551e-01
4.892869781988886e-04	9.979551e-01
5.000000000000000e-04	9.979551e-01
Step Information: X=232  (Step: 233/1001)
0.000000000000000e+00	9.988752e-01
4.892869781988886e-04	9.988752e-01
5.000000000000000e-04	9.988752e-01
Step Information: X=233  (Step: 234/1001)
0.000000000000000e+00	9.946883e-01
4.892869781988886e-04	9.946883e-01
5.000000000000000e-04	9.946883e-01
Step Information: X=234  (Step: 235/1001)
0.000000000000000e+00	9.986089e-01
4.892869781988886e-04	9.986089e-01
5.000000000000000e-04	9.986089e-01
Step Information: X=235  (Step: 236/1001)
0.000000000000000e+00	1.017610e+00
4.892869781988886e-04	1.017610e+00
5.000000000000000e-04	1.017610e+00
Step Information: X=236  (Step: 237/1001)
0.000000000000000e+00	9.983031e-01
4.892869781988886e-04	9.983031e-01
5.000000000000000e-04	9.983031e-01
Step Information: X=237  (Step: 238/1001)
0.000000000000000e+00	9.954867e-01
4.892869781988886e-04	9.954867e-01
5.000000000000000e-04	9.954867e-01
Step Information: X=238  (Step: 239/1001)
0.000000000000000e+00	1.016237e+00
4.892869781988886e-04	1.016237e+00
5.000000000000000e-04	1.016237e+00
Step Information: X=239  (Step: 240/1001)
0.000000000000000e+00	1.002185e+00
4.892869781988886e-04	1.002185e+00
5.000000000000000e-04	1.002185e+00
Step Information: X=240  (Step: 241/1001)
0.000000000000000e+00	1.005883e+00
4.892869781988886e-04	1.005883e+00
5.000000000000000e-04	1.005883e+00
Step Information: X=241  (Step: 242/1001)
0.000000000000000e+00	9.959386e-01
4.892869781988886e-04	9.959386e-01
5.000000000000000e-04	9.959386e-01
Step Information: X=242  (Step: 243/1001)
0.000000000000000e+00	1.024245e+00
4.892869781988886e-04	1.024245e+00
5.000000000000000e-04	1.024245e+00
Step Information: X=243  (Step: 244/1001)
0.000000000000000e+00	1.001996e+00
4.892869781988886e-04	1.001996e+00
5.000000000000000e-04	1.001996e+00
Step Information: X=244  (Step: 245/1001)
0.000000000000000e+00	1.019736e+00
4.892869781988886e-04	1.019736e+00
5.000000000000000e-04	1.019736e+00
Step Information: X=245  (Step: 246/1001)
0.000000000000000e+00	9.932761e-01
4.892869781988886e-04	9.932761e-01
5.000000000000000e-04	9.932761e-01
Step Information: X=246  (Step: 247/1001)
0.000000000000000e+00	9.740530e-01
4.892869781988886e-04	9.740530e-01
5.000000000000000e-04	9.740530e-01
Step Information: X=247  (Step: 248/1001)
0.000000000000000e+00	1.003481e+00
4.892869781988886e-04	1.003481e+00
5.000000000000000e-04	1.003481e+00
Step Information: X=248  (Step: 249/1001)
0.000000000000000e+00	9.955676e-01
4.892869781988886e-04	9.955676e-01
5.000000000000000e-04	9.955676e-01
Step Information: X=249  (Step: 250/1001)
0.000000000000000e+00	1.010488e+00
4.892869781988886e-04	1.010488e+00
5.000000000000000e-04	1.010488e+00
Step Information: X=250  (Step: 251/1001)
0.000000000000000e+00	1.003960e+00
4.892869781988886e-04	1.003960e+00
5.000000000000000e-04	1.003960e+00
Step Information: X=251  (Step: 252/1001)
0.000000000000000e+00	1.015264e+00
4.892869781988886e-04	1.015264e+00
5.000000000000000e-04	1.015264e+00
Step Information: X=252  (Step: 253/1001)
0.000000000000000e+00	1.008133e+00
4.892869781988886e-04	1.008133e+00
5.000000000000000e-04	1.008133e+00
Step Information: X=253  (Step: 254/1001)
0.000000000000000e+00	9.999344e-01
4.892869781988886e-04	9.999344e-01
5.000000000000000e-04	9.999344e-01
Step Information: X=254  (Step: 255/1001)
0.000000000000000e+00	9.873767e-01
4.892869781988886e-04	9.873767e-01
5.000000000000000e-04	9.873767e-01
Step Information: X=255  (Step: 256/1001)
0.000000000000000e+00	9.958903e-01
4.892869781988886e-04	9.958903e-01
5.000000000000000e-04	9.958903e-01
Step Information: X=256  (Step: 257/1001)
0.000000000000000e+00	9.980752e-01
4.892869781988886e-04	9.980752e-01
5.000000000000000e-04	9.980752e-01
Step Information: X=257  (Step: 258/1001)
0.000000000000000e+00	9.918630e-01
4.892869781988886e-04	9.918630e-01
5.000000000000000e-04	9.918630e-01
Step Information: X=258  (Step: 259/1001)
0.000000000000000e+00	9.921799e-01
4.892869781988886e-04	9.921799e-01
5.000000000000000e-04	9.921799e-01
Step Information: X=259  (Step: 260/1001)
0.000000000000000e+00	1.002257e+00
4.892869781988886e-04	1.002257e+00
5.000000000000000e-04	1.002257e+00
Step Information: X=260  (Step: 261/1001)
0.000000000000000e+00	1.001910e+00
4.892869781988886e-04	1.001910e+00
5.000000000000000e-04	1.001910e+00
Step Information: X=261  (Step: 262/1001)
0.000000000000000e+00	1.011538e+00
4.892869781988886e-04	1.011538e+00
5.000000000000000e-04	1.011538e+00
Step Information: X=262  (Step: 263/1001)
0.000000000000000e+00	1.012254e+00
4.892869781988886e-04	1.012254e+00
5.000000000000000e-04	1.012254e+00
Step Information: X=263  (Step: 264/1001)
0.000000000000000e+00	1.015635e+00
4.892869781988886e-04	1.015635e+00
5.000000000000000e-04	1.015635e+00
Step Information: X=264  (Step: 265/1001)
0.000000000000000e+00	9.965271e-01
4.892869781988886e-04	9.965271e-01
5.000000000000000e-04	9.965271e-01
Step Information: X=265  (Step: 266/1001)
0.000000000000000e+00	1.012923e+00
4.892869781988886e-04	1.012923e+00
5.000000000000000e-04	1.012923e+00
Step Information: X=266  (Step: 267/1001)
0.000000000000000e+00	1.012532e+00
4.892869781988886e-04	1.012532e+00
5.000000000000000e-04	1.012532e+00
Step Information: X=267  (Step: 268/1001)
0.000000000000000e+00	9.982804e-01
4.892869781988886e-04	9.982804e-01
5.000000000000000e-04	9.982804e-01
Step Information: X=268  (Step: 269/1001)
0.000000000000000e+00	9.971735e-01
4.892869781988886e-04	9.971735e-01
5.000000000000000e-04	9.971735e-01
Step Information: X=269  (Step: 270/1001)
0.000000000000000e+00	9.977440e-01
4.892869781988886e-04	9.977440e-01
5.000000000000000e-04	9.977440e-01
Step Information: X=270  (Step: 271/1001)
0.000000000000000e+00	1.000387e+00
4.892869781988886e-04	1.000387e+00
5.000000000000000e-04	1.000387e+00
Step Information: X=271  (Step: 272/1001)
0.000000000000000e+00	1.021396e+00
4.892869781988886e-04	1.021396e+00
5.000000000000000e-04	1.021396e+00
Step Information: X=272  (Step: 273/1001)
0.000000000000000e+00	1.011402e+00
4.892869781988886e-04	1.011402e+00
5.000000000000000e-04	1.011402e+00
Step Information: X=273  (Step: 274/1001)
0.000000000000000e+00	9.968202e-01
4.892869781988886e-04	9.968202e-01
5.000000000000000e-04	9.968202e-01
Step Information: X=274  (Step: 275/1001)
0.000000000000000e+00	1.013120e+00
4.892869781988886e-04	1.013120e+00
5.000000000000000e-04	1.013120e+00
Step Information: X=275  (Step: 276/1001)
0.000000000000000e+00	9.921085e-01
4.892869781988886e-04	9.921085e-01
5.000000000000000e-04	9.921085e-01
Step Information: X=276  (Step: 277/1001)
0.000000000000000e+00	1.010540e+00
4.892869781988886e-04	1.010540e+00
5.000000000000000e-04	1.010540e+00
Step Information: X=277  (Step: 278/1001)
0.000000000000000e+00	1.001918e+00
4.892869781988886e-04	1.001918e+00
5.000000000000000e-04	1.001918e+00
Step Information: X=278  (Step: 279/1001)
0.000000000000000e+00	1.006171e+00
4.892869781988886e-04	1.006171e+00
5.000000000000000e-04	1.006171e+00
Step Information: X=279  (Step: 280/1001)
0.000000000000000e+00	9.843321e-01
4.892869781988886e-04	9.843321e-01
5.000000000000000e-04	9.843321e-01
Step Information: X=280  (Step: 281/1001)
0.000000000000000e+00	9.948994e-01
4.892869781988886e-04	9.948994e-01
5.000000000000000e-04	9.948994e-01
Step Information: X=281  (Step: 282/1001)
0.000000000000000e+00	1.012915e+00
4.892869781988886e-04	1.012915e+00
5.000000000000000e-04	1.012915e+00
Step Information: X=282  (Step: 283/1001)
0.000000000000000e+00	9.959692e-01
4.892869781988886e-04	9.959692e-01
5.000000000000000e-04	9.959692e-01
Step Information: X=283  (Step: 284/1001)
0.000000000000000e+00	9.981248e-01
4.892869781988886e-04	9.981248e-01
5.000000000000000e-04	9.981248e-01
Step Information: X=284  (Step: 285/1001)
0.000000000000000e+00	1.016957e+00
4.892869781988886e-04	1.016957e+00
5.000000000000000e-04	1.016957e+00
Step Information: X=285  (Step: 286/1001)
0.000000000000000e+00	1.004976e+00
4.892869781988886e-04	1.004976e+00
5.000000000000000e-04	1.004976e+00
Step Information: X=286  (Step: 287/1001)
0.000000000000000e+00	1.018985e+00
4.892869781988886e-04	1.018985e+00
5.000000000000000e-04	1.018985e+00
Step Information: X=287  (Step: 288/1001)
0.000000000000000e+00	9.978734e-01
4.892869781988886e-04	9.978734e-01
5.000000000000000e-04	9.978734e-01
Step Information: X=288  (Step: 289/1001)
0.000000000000000e+00	9.844877e-01
4.892869781988886e-04	9.844877e-01
5.000000000000000e-04	9.844877e-01
Step Information: X=289  (Step: 290/1001)
0.000000000000000e+00	1.009447e+00
4.892869781988886e-04	1.009447e+00
5.000000000000000e-04	1.009447e+00
Step Information: X=290  (Step: 291/1001)
0.000000000000000e+00	1.003153e+00
4.892869781988886e-04	1.003153e+00
5.000000000000000e-04	1.003153e+00
Step Information: X=291  (Step: 292/1001)
0.000000000000000e+00	1.005061e+00
4.892869781988886e-04	1.005061e+00
5.000000000000000e-04	1.005061e+00
Step Information: X=292  (Step: 293/1001)
0.000000000000000e+00	1.010651e+00
4.892869781988886e-04	1.010651e+00
5.000000000000000e-04	1.010651e+00
Step Information: X=293  (Step: 294/1001)
0.000000000000000e+00	9.906958e-01
4.892869781988886e-04	9.906958e-01
5.000000000000000e-04	9.906958e-01
Step Information: X=294  (Step: 295/1001)
0.000000000000000e+00	1.011771e+00
4.892869781988886e-04	1.011771e+00
5.000000000000000e-04	1.011771e+00
Step Information: X=295  (Step: 296/1001)
0.000000000000000e+00	1.022261e+00
4.892869781988886e-04	1.022261e+00
5.000000000000000e-04	1.022261e+00
Step Information: X=296  (Step: 297/1001)
0.000000000000000e+00	1.013693e+00
4.892869781988886e-04	1.013693e+00
5.000000000000000e-04	1.013693e+00
Step Information: X=297  (Step: 298/1001)
0.000000000000000e+00	1.016082e+00
4.892869781988886e-04	1.016082e+00
5.000000000000000e-04	1.016082e+00
Step Information: X=298  (Step: 299/1001)
0.000000000000000e+00	1.001785e+00
4.892869781988886e-04	1.001785e+00
5.000000000000000e-04	1.001785e+00
Step Information: X=299  (Step: 300/1001)
0.000000000000000e+00	1.017412e+00
4.892869781988886e-04	1.017412e+00
5.000000000000000e-04	1.017412e+00
Step Information: X=300  (Step: 301/1001)
0.000000000000000e+00	1.018298e+00
4.892869781988886e-04	1.018298e+00
5.000000000000000e-04	1.018298e+00
Step Information: X=301  (Step: 302/1001)
0.000000000000000e+00	1.012284e+00
4.892869781988886e-04	1.012284e+00
5.000000000000000e-04	1.012284e+00
Step Information: X=302  (Step: 303/1001)
0.000000000000000e+00	9.949209e-01
4.892869781988886e-04	9.949209e-01
5.000000000000000e-04	9.949209e-01
Step Information: X=303  (Step: 304/1001)
0.000000000000000e+00	9.961965e-01
4.892869781988886e-04	9.961965e-01
5.000000000000000e-04	9.961965e-01
Step Information: X=304  (Step: 305/1001)
0.000000000000000e+00	1.008248e+00
4.892869781988886e-04	1.008248e+00
5.000000000000000e-04	1.008248e+00
Step Information: X=305  (Step: 306/1001)
0.000000000000000e+00	1.002921e+00
4.892869781988886e-04	1.002921e+00
5.000000000000000e-04	1.002921e+00
Step Information: X=306  (Step: 307/1001)
0.000000000000000e+00	1.003934e+00
4.892869781988886e-04	1.003934e+00
5.000000000000000e-04	1.003934e+00
Step Information: X=307  (Step: 308/1001)
0.000000000000000e+00	9.863828e-01
4.892869781988886e-04	9.863828e-01
5.000000000000000e-04	9.863828e-01
Step Information: X=308  (Step: 309/1001)
0.000000000000000e+00	1.010402e+00
4.892869781988886e-04	1.010402e+00
5.000000000000000e-04	1.010402e+00
Step Information: X=309  (Step: 310/1001)
0.000000000000000e+00	1.022045e+00
4.892869781988886e-04	1.022045e+00
5.000000000000000e-04	1.022045e+00
Step Information: X=310  (Step: 311/1001)
0.000000000000000e+00	1.005724e+00
4.892869781988886e-04	1.005724e+00
5.000000000000000e-04	1.005724e+00
Step Information: X=311  (Step: 312/1001)
0.000000000000000e+00	1.008275e+00
4.892869781988886e-04	1.008275e+00
5.000000000000000e-04	1.008275e+00
Step Information: X=312  (Step: 313/1001)
0.000000000000000e+00	1.000339e+00
4.892869781988886e-04	1.000339e+00
5.000000000000000e-04	1.000339e+00
Step Information: X=313  (Step: 314/1001)
0.000000000000000e+00	9.965829e-01
4.892869781988886e-04	9.965829e-01
5.000000000000000e-04	9.965829e-01
Step Information: X=314  (Step: 315/1001)
0.000000000000000e+00	9.970627e-01
4.892869781988886e-04	9.970627e-01
5.000000000000000e-04	9.970627e-01
Step Information: X=315  (Step: 316/1001)
0.000000000000000e+00	9.961806e-01
4.892869781988886e-04	9.961806e-01
5.000000000000000e-04	9.961806e-01
Step Information: X=316  (Step: 317/1001)
0.000000000000000e+00	9.954471e-01
4.892869781988886e-04	9.954471e-01
5.000000000000000e-04	9.954471e-01
Step Information: X=317  (Step: 318/1001)
0.000000000000000e+00	1.003216e+00
4.892869781988886e-04	1.003216e+00
5.000000000000000e-04	1.003216e+00
Step Information: X=318  (Step: 319/1001)
0.000000000000000e+00	9.858683e-01
4.892869781988886e-04	9.858683e-01
5.000000000000000e-04	9.858683e-01
Step Information: X=319  (Step: 320/1001)
0.000000000000000e+00	1.013895e+00
4.892869781988886e-04	1.013895e+00
5.000000000000000e-04	1.013895e+00
Step Information: X=320  (Step: 321/1001)
0.000000000000000e+00	9.904228e-01
4.892869781988886e-04	9.904228e-01
5.000000000000000e-04	9.904228e-01
Step Information: X=321  (Step: 322/1001)
0.000000000000000e+00	9.987863e-01
4.892869781988886e-04	9.987863e-01
5.000000000000000e-04	9.987863e-01
Step Information: X=322  (Step: 323/1001)
0.000000000000000e+00	9.935056e-01
4.892869781988886e-04	9.935056e-01
5.000000000000000e-04	9.935056e-01
Step Information: X=323  (Step: 324/1001)
0.000000000000000e+00	1.005066e+00
4.892869781988886e-04	1.005066e+00
5.000000000000000e-04	1.005066e+00
Step Information: X=324  (Step: 325/1001)
0.000000000000000e+00	9.935862e-01
4.892869781988886e-04	9.935862e-01
5.000000000000000e-04	9.935862e-01
Step Information: X=325  (Step: 326/1001)
0.000000000000000e+00	9.970176e-01
4.892869781988886e-04	9.970176e-01
5.000000000000000e-04	9.970176e-01
Step Information: X=326  (Step: 327/1001)
0.000000000000000e+00	9.975367e-01
4.892869781988886e-04	9.975367e-01
5.000000000000000e-04	9.975367e-01
Step Information: X=327  (Step: 328/1001)
0.000000000000000e+00	1.009090e+00
4.892869781988886e-04	1.009090e+00
5.000000000000000e-04	1.009090e+00
Step Information: X=328  (Step: 329/1001)
0.000000000000000e+00	9.934563e-01
4.892869781988886e-04	9.934563e-01
5.000000000000000e-04	9.934563e-01
Step Information: X=329  (Step: 330/1001)
0.000000000000000e+00	1.010495e+00
4.892869781988886e-04	1.010495e+00
5.000000000000000e-04	1.010495e+00
Step Information: X=330  (Step: 331/1001)
0.000000000000000e+00	1.014812e+00
4.892869781988886e-04	1.014812e+00
5.000000000000000e-04	1.014812e+00
Step Information: X=331  (Step: 332/1001)
0.000000000000000e+00	1.006042e+00
4.892869781988886e-04	1.006042e+00
5.000000000000000e-04	1.006042e+00
Step Information: X=332  (Step: 333/1001)
0.000000000000000e+00	1.018297e+00
4.892869781988886e-04	1.018297e+00
5.000000000000000e-04	1.018297e+00
Step Information: X=333  (Step: 334/1001)
0.000000000000000e+00	1.003914e+00
4.892869781988886e-04	1.003914e+00
5.000000000000000e-04	1.003914e+00
Step Information: X=334  (Step: 335/1001)
0.000000000000000e+00	1.000991e+00
4.892869781988886e-04	1.000991e+00
5.000000000000000e-04	1.000991e+00
Step Information: X=335  (Step: 336/1001)
0.000000000000000e+00	1.018020e+00
4.892869781988886e-04	1.018020e+00
5.000000000000000e-04	1.018020e+00
Step Information: X=336  (Step: 337/1001)
0.000000000000000e+00	9.983639e-01
4.892869781988886e-04	9.983639e-01
5.000000000000000e-04	9.983639e-01
Step Information: X=337  (Step: 338/1001)
0.000000000000000e+00	1.005957e+00
4.892869781988886e-04	1.005957e+00
5.000000000000000e-04	1.005957e+00
Step Information: X=338  (Step: 339/1001)
0.000000000000000e+00	9.936092e-01
4.892869781988886e-04	9.936092e-01
5.000000000000000e-04	9.936092e-01
Step Information: X=339  (Step: 340/1001)
0.000000000000000e+00	9.994993e-01
4.892869781988886e-04	9.994993e-01
5.000000000000000e-04	9.994993e-01
Step Information: X=340  (Step: 341/1001)
0.000000000000000e+00	9.955874e-01
4.892869781988886e-04	9.955874e-01
5.000000000000000e-04	9.955874e-01
Step Information: X=341  (Step: 342/1001)
0.000000000000000e+00	1.023576e+00
4.892869781988886e-04	1.023576e+00
5.000000000000000e-04	1.023576e+00
Step Information: X=342  (Step: 343/1001)
0.000000000000000e+00	1.006615e+00
4.892869781988886e-04	1.006615e+00
5.000000000000000e-04	1.006615e+00
Step Information: X=343  (Step: 344/1001)
0.000000000000000e+00	1.003834e+00
4.892869781988886e-04	1.003834e+00
5.000000000000000e-04	1.003834e+00
Step Information: X=344  (Step: 345/1001)
0.000000000000000e+00	1.004693e+00
4.892869781988886e-04	1.004693e+00
5.000000000000000e-04	1.004693e+00
Step Information: X=345  (Step: 346/1001)
0.000000000000000e+00	1.011712e+00
4.892869781988886e-04	1.011712e+00
5.000000000000000e-04	1.011712e+00
Step Information: X=346  (Step: 347/1001)
0.000000000000000e+00	1.018704e+00
4.892869781988886e-04	1.018704e+00
5.000000000000000e-04	1.018704e+00
Step Information: X=347  (Step: 348/1001)
0.000000000000000e+00	1.004206e+00
4.892869781988886e-04	1.004206e+00
5.000000000000000e-04	1.004206e+00
Step Information: X=348  (Step: 349/1001)
0.000000000000000e+00	1.005294e+00
4.892869781988886e-04	1.005294e+00
5.000000000000000e-04	1.005294e+00
Step Information: X=349  (Step: 350/1001)
0.000000000000000e+00	1.010349e+00
4.892869781988886e-04	1.010349e+00
5.000000000000000e-04	1.010349e+00
Step Information: X=350  (Step: 351/1001)
0.000000000000000e+00	9.914078e-01
4.892869781988886e-04	9.914078e-01
5.000000000000000e-04	9.914078e-01
Step Information: X=351  (Step: 352/1001)
0.000000000000000e+00	1.012980e+00
4.892869781988886e-04	1.012980e+00
5.000000000000000e-04	1.012980e+00
Step Information: X=352  (Step: 353/1001)
0.000000000000000e+00	1.014971e+00
4.892869781988886e-04	1.014971e+00
5.000000000000000e-04	1.014971e+00
Step Information: X=353  (Step: 354/1001)
0.000000000000000e+00	1.003152e+00
4.892869781988886e-04	1.003152e+00
5.000000000000000e-04	1.003152e+00
Step Information: X=354  (Step: 355/1001)
0.000000000000000e+00	1.023977e+00
4.892869781988886e-04	1.023977e+00
5.000000000000000e-04	1.023977e+00
Step Information: X=355  (Step: 356/1001)
0.000000000000000e+00	1.022439e+00
4.892869781988886e-04	1.022439e+00
5.000000000000000e-04	1.022439e+00
Step Information: X=356  (Step: 357/1001)
0.000000000000000e+00	1.017584e+00
4.892869781988886e-04	1.017584e+00
5.000000000000000e-04	1.017584e+00
Step Information: X=357  (Step: 358/1001)
0.000000000000000e+00	9.961529e-01
4.892869781988886e-04	9.961529e-01
5.000000000000000e-04	9.961529e-01
Step Information: X=358  (Step: 359/1001)
0.000000000000000e+00	9.901456e-01
4.892869781988886e-04	9.901456e-01
5.000000000000000e-04	9.901456e-01
Step Information: X=359  (Step: 360/1001)
0.000000000000000e+00	1.006749e+00
4.892869781988886e-04	1.006749e+00
5.000000000000000e-04	1.006749e+00
Step Information: X=360  (Step: 361/1001)
0.000000000000000e+00	9.997137e-01
4.892869781988886e-04	9.997137e-01
5.000000000000000e-04	9.997137e-01
Step Information: X=361  (Step: 362/1001)
0.000000000000000e+00	9.996639e-01
4.892869781988886e-04	9.996639e-01
5.000000000000000e-04	9.996639e-01
Step Information: X=362  (Step: 363/1001)
0.000000000000000e+00	1.015067e+00
4.892869781988886e-04	1.015067e+00
5.000000000000000e-04	1.015067e+00
